               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   8,            0.069992,            0.027233,            0.046298,             0.59755,            0.019305,            0.013158,           0.0037825,            0.087889,            0.023603,            0.054763,              0.0037,              0.0037,              0.0037
                   9,            0.067457,            0.023986,            0.043214,             0.34389,            0.067746,            0.021878,           0.0082353,            0.086783,            0.023776,            0.054375,              0.0028,              0.0028,              0.0028
                   0,             0.12345,            0.025947,            0.069133,           0.0021836,            0.017857,          0.00050079,          5.0079e-05,             0.11184,            0.029437,              0.0703,              0.0012,              0.0012,              0.0892
                   1,             0.11284,            0.023352,            0.063653,          0.00017756,            0.003861,          5.6302e-05,           8.076e-06,             0.10478,            0.028052,            0.066815,           0.0023875,           0.0023875,            0.077387
                   2,             0.10255,            0.022034,            0.058566,           0.0007719,            0.007722,          0.00016947,          3.5572e-05,             0.10433,            0.025527,            0.063532,            0.003458,            0.003458,            0.065458
                   3,            0.093868,            0.023215,            0.051947,             0.14665,            0.033591,          0.00068006,           8.414e-05,            0.097879,            0.025939,            0.059869,           0.0044115,           0.0044115,            0.053412
                   4,            0.086735,            0.025433,            0.048312,             0.14912,            0.086197,           0.0025201,          0.00063557,            0.090516,            0.028428,            0.058311,            0.005248,            0.005248,            0.041248
                   5,            0.082821,            0.024895,            0.045173,             0.15281,             0.10434,            0.007165,           0.0012837,            0.089101,            0.027419,             0.05672,           0.0059675,           0.0059675,            0.028968
                   6,            0.081128,            0.024185,            0.045635,             0.30754,             0.11319,           0.0095754,           0.0026331,            0.090641,            0.024184,            0.054176,             0.00657,             0.00657,             0.01657
                   7,            0.073923,            0.024686,            0.045462,             0.87421,            0.011583,           0.0046337,           0.0012418,            0.093402,            0.022469,            0.054724,             0.00685,             0.00685,             0.00685
                   8,            0.070773,            0.025649,            0.045402,              0.7419,            0.027027,            0.021223,           0.0081181,            0.090806,            0.024343,            0.052806,             0.00685,             0.00685,             0.00685
                   9,            0.070083,            0.022278,            0.041805,             0.58055,            0.056467,            0.038387,           0.0089019,            0.091087,            0.023015,            0.053035,              0.0064,              0.0064,              0.0064
                  10,            0.065659,            0.022778,            0.042609,             0.34431,            0.081452,            0.039698,            0.009736,            0.089311,             0.02241,            0.052569,             0.00595,             0.00595,             0.00595
                  11,            0.064827,            0.021372,             0.03733,              0.3835,             0.12547,            0.043444,           0.0093623,            0.082163,            0.022729,            0.052706,              0.0055,              0.0055,              0.0055
                  12,            0.063583,            0.021412,             0.03931,              0.3298,             0.10761,            0.026634,           0.0045468,            0.082442,            0.023911,            0.051865,             0.00505,             0.00505,             0.00505
                  13,            0.060756,            0.019568,            0.037163,             0.33748,            0.097186,            0.030081,            0.012759,            0.086025,            0.023321,            0.051473,              0.0046,              0.0046,              0.0046
                  14,            0.059952,            0.018262,            0.032493,             0.37178,            0.092471,            0.038087,           0.0098935,            0.084117,             0.02273,            0.053237,             0.00415,             0.00415,             0.00415
                  15,            0.058367,            0.018608,            0.035652,             0.32319,             0.12902,            0.027577,           0.0084038,            0.083827,            0.021495,            0.054545,              0.0037,              0.0037,              0.0037
                  16,            0.054442,             0.01794,            0.038822,              0.3186,             0.21707,            0.026558,            0.010344,            0.085643,            0.019975,            0.054923,             0.00325,             0.00325,             0.00325
                  17,            0.054997,            0.017927,             0.03399,             0.34973,             0.20909,            0.048112,            0.016111,            0.082339,            0.020569,            0.054501,              0.0028,              0.0028,              0.0028
                  18,             0.05499,            0.018352,            0.034559,             0.35194,             0.23823,            0.053514,            0.020609,            0.086214,            0.020055,            0.054054,             0.00235,             0.00235,             0.00235
                  19,            0.051484,            0.016866,              0.0305,             0.33871,             0.26381,            0.047705,            0.019898,            0.083751,            0.019874,            0.053158,              0.0019,              0.0019,              0.0019
                   0,             0.12345,            0.025947,            0.069133,           0.0021836,            0.017857,          0.00050079,          5.0079e-05,             0.11184,            0.029437,              0.0703,              0.0012,              0.0012,              0.0892
                   1,              0.1128,            0.023345,            0.063611,          0.00017685,            0.003861,          5.6291e-05,          8.0823e-06,             0.10468,            0.028182,            0.066936,            0.002425,            0.002425,            0.077425
                   2,             0.10217,            0.022116,            0.058571,            0.002674,            0.003861,          0.00035306,           3.978e-05,              0.1065,            0.023832,            0.062876,            0.003572,            0.003572,            0.065572
                   3,            0.093358,             0.02321,            0.051935,             0.14691,             0.02973,           0.0020582,          0.00045631,             0.09772,            0.025745,            0.059202,            0.004641,            0.004641,            0.053641
                   4,            0.087189,            0.025475,            0.048354,             0.71918,             0.02973,           0.0019127,          0.00048097,            0.087081,            0.029395,            0.064933,            0.005632,            0.005632,            0.041632
                   5,            0.085694,            0.024004,            0.045533,             0.86093,            0.003861,          0.00048089,          0.00011865,            0.094595,            0.025204,            0.057445,            0.006545,            0.006545,            0.029545
                   6,            0.080445,            0.024601,            0.045519,             0.29964,            0.087051,           0.0060492,           0.0014669,             0.10018,            0.020605,            0.059348,             0.00738,             0.00738,             0.01738
                   7,             0.07451,            0.025043,            0.045301,             0.90469,            0.007722,           0.0060015,           0.0016063,            0.093569,            0.024837,            0.053968,              0.0079,              0.0079,              0.0079
                   8,            0.072738,            0.025647,            0.045707,             0.96396,            0.011583,            0.015411,           0.0032732,            0.091162,            0.024591,            0.054059,              0.0079,              0.0079,              0.0079
                   9,            0.069839,            0.022714,            0.042011,             0.48021,            0.056174,            0.015414,           0.0046739,            0.094028,            0.019577,            0.057911,              0.0076,              0.0076,              0.0076
                  10,            0.067363,            0.022598,            0.042713,             0.33889,            0.040691,            0.023111,            0.009646,            0.090057,            0.022431,            0.051793,              0.0073,              0.0073,              0.0073
                  11,            0.065797,             0.02135,            0.037393,             0.33917,            0.081742,            0.024714,           0.0077599,             0.08789,            0.021086,            0.053706,               0.007,               0.007,               0.007
                  12,            0.064726,            0.021272,            0.038941,             0.32396,            0.077317,            0.019532,           0.0043808,            0.082327,            0.022686,            0.054517,              0.0067,              0.0067,              0.0067
                  13,            0.064665,            0.019107,            0.037327,             0.59244,            0.073456,              0.0454,            0.016427,             0.08446,            0.022095,            0.053009,              0.0064,              0.0064,              0.0064
                  14,            0.059677,            0.018348,            0.032853,              0.5819,            0.077317,            0.046481,           0.0099491,            0.086462,            0.018777,            0.053472,              0.0061,              0.0061,              0.0061
                  15,            0.063444,            0.017825,            0.035627,              0.1754,              0.1793,             0.03011,           0.0079056,            0.080909,            0.020479,            0.052416,              0.0058,              0.0058,              0.0058
                  16,            0.055084,             0.01777,            0.038733,             0.35834,            0.091175,            0.039508,            0.015921,            0.090785,            0.018805,            0.054138,              0.0055,              0.0055,              0.0055
                  17,            0.059953,            0.016861,            0.033818,             0.33803,             0.17497,            0.042777,            0.017559,            0.088225,             0.01713,            0.053499,              0.0052,              0.0052,              0.0052
                  18,            0.056692,            0.017657,            0.034515,             0.37274,             0.15621,            0.073089,             0.03096,            0.084539,            0.020616,            0.049927,              0.0049,              0.0049,              0.0049
                  19,             0.05353,             0.01615,            0.030131,             0.54389,            0.098685,            0.051216,            0.021246,            0.080069,            0.021948,            0.048583,              0.0046,              0.0046,              0.0046
                  20,            0.058944,            0.016198,            0.034244,             0.49514,             0.11615,            0.079842,            0.033025,            0.083794,            0.020353,            0.049167,              0.0043,              0.0043,              0.0043
                  21,            0.054353,            0.017527,            0.030934,             0.36833,             0.14956,            0.076117,            0.032002,            0.080704,            0.021079,            0.049402,               0.004,               0.004,               0.004
                  22,            0.050203,            0.016392,            0.027938,             0.34904,             0.18768,            0.069204,              0.0308,            0.084283,            0.020511,            0.049573,              0.0037,              0.0037,              0.0037
                  23,            0.050889,            0.017091,            0.027349,             0.33755,             0.18411,             0.06135,            0.026648,            0.088299,            0.019682,            0.052615,              0.0034,              0.0034,              0.0034
                  24,            0.050899,            0.015803,            0.024394,             0.19317,             0.23769,            0.054435,            0.020898,            0.085657,            0.021327,            0.051468,              0.0031,              0.0031,              0.0031
                  25,            0.048337,            0.014625,            0.028337,              0.3661,             0.18975,            0.060164,            0.023006,            0.081086,            0.019787,            0.049053,              0.0028,              0.0028,              0.0028
                  26,            0.047647,            0.014216,             0.02651,              0.3604,             0.21892,            0.068311,            0.028253,            0.077889,            0.020891,            0.048222,              0.0025,              0.0025,              0.0025
                  27,              0.0463,             0.01479,            0.025285,             0.36978,              0.1668,            0.081757,            0.033053,            0.076806,            0.020483,            0.051951,              0.0022,              0.0022,              0.0022
                  28,            0.043711,            0.014953,            0.029661,             0.38206,             0.20734,            0.078284,            0.026609,            0.074294,            0.020681,            0.051757,              0.0019,              0.0019,              0.0019
                  29,            0.047597,            0.017388,              0.0275,             0.39138,             0.20348,            0.087138,            0.039504,            0.072398,            0.021234,            0.050849,              0.0016,              0.0016,              0.0016
                   0,             0.12345,            0.025947,            0.069133,                   0,                   0,                   0,                   0,             0.11184,            0.029437,              0.0703,              0.0012,              0.0012,              0.0892
                   1,              0.1128,            0.023345,            0.063611,          0.00017685,            0.003861,          5.6279e-05,          8.0805e-06,             0.10468,            0.028182,            0.066936,            0.002425,            0.002425,            0.077425
                   2,             0.10217,            0.022116,            0.058571,            0.002674,            0.003861,          0.00035312,          3.9787e-05,              0.1065,            0.023832,            0.062876,            0.003572,            0.003572,            0.065572
                   3,            0.093358,             0.02321,            0.051935,             0.14691,             0.02973,           0.0020582,          0.00045631,             0.09772,            0.025745,            0.059202,            0.004641,            0.004641,            0.053641
                   4,            0.087189,            0.025475,            0.048354,             0.71918,             0.02973,           0.0019127,          0.00048097,            0.087081,            0.029395,            0.064933,            0.005632,            0.005632,            0.041632
                   5,            0.085694,            0.024004,            0.045533,             0.86093,            0.003861,          0.00048089,          0.00011865,            0.094595,            0.025204,            0.057445,            0.006545,            0.006545,            0.029545
                   6,            0.080445,            0.024601,            0.045519,             0.89768,            0.007722,           0.0038835,           0.0014118,             0.10018,            0.020605,            0.059348,             0.00738,             0.00738,             0.01738
                   7,             0.07451,            0.025043,            0.045301,             0.95214,            0.007722,            0.006872,           0.0023383,            0.093569,            0.024837,            0.053968,              0.0079,              0.0079,              0.0079
                   8,            0.072738,            0.025647,            0.045707,             0.86586,            0.011583,           0.0025242,          0.00087664,            0.091162,            0.024591,            0.054059,              0.0079,              0.0079,              0.0079
                   9,            0.069839,            0.022714,            0.042011,             0.89548,            0.011583,            0.010904,           0.0038831,            0.094028,            0.019577,            0.057911,              0.0076,              0.0076,              0.0076
                  10,            0.067363,            0.022598,            0.042713,             0.33889,            0.040691,            0.023179,           0.0096655,            0.090057,            0.022431,            0.051793,              0.0073,              0.0073,              0.0073
                  11,            0.065797,             0.02135,            0.037393,             0.33917,            0.081742,            0.024714,           0.0077599,             0.08789,            0.021086,            0.053706,               0.007,               0.007,               0.007
                  12,            0.064726,            0.021272,            0.038941,             0.32396,            0.077317,            0.019532,           0.0043808,            0.082327,            0.022686,            0.054517,              0.0067,              0.0067,              0.0067
                  13,            0.064665,            0.019107,            0.037327,             0.59244,            0.073456,              0.0454,            0.016427,             0.08446,            0.022095,            0.053009,              0.0064,              0.0064,              0.0064
                  14,            0.059677,            0.018348,            0.032853,              0.5819,            0.077317,            0.046481,           0.0099491,            0.086462,            0.018777,            0.053472,              0.0061,              0.0061,              0.0061
                  15,            0.063444,            0.017825,            0.035627,              0.1754,              0.1793,             0.03011,           0.0079056,            0.080909,            0.020479,            0.052416,              0.0058,              0.0058,              0.0058
                  16,            0.055084,             0.01777,            0.038733,             0.35834,            0.091175,            0.039508,            0.015921,            0.090785,            0.018805,            0.054138,              0.0055,              0.0055,              0.0055
                  17,            0.059953,            0.016861,            0.033818,             0.33803,             0.17497,            0.042777,            0.017559,            0.088225,             0.01713,            0.053499,              0.0052,              0.0052,              0.0052
                  18,            0.056692,            0.017657,            0.034515,             0.37274,             0.15621,            0.073089,             0.03096,            0.084539,            0.020616,            0.049927,              0.0049,              0.0049,              0.0049
                  19,             0.05353,             0.01615,            0.030131,             0.54389,            0.098685,            0.051216,            0.021246,            0.080069,            0.021948,            0.048583,              0.0046,              0.0046,              0.0046
                  20,            0.058944,            0.016198,            0.034244,             0.49514,             0.11615,            0.079842,            0.033025,            0.083794,            0.020353,            0.049167,              0.0043,              0.0043,              0.0043
                  21,            0.054353,            0.017527,            0.030934,             0.36833,             0.14956,            0.076117,            0.032002,            0.080704,            0.021079,            0.049402,               0.004,               0.004,               0.004
                  22,            0.050203,            0.016392,            0.027938,             0.34904,             0.18768,            0.069204,              0.0308,            0.084283,            0.020511,            0.049573,              0.0037,              0.0037,              0.0037
                  23,            0.050889,            0.017091,            0.027349,             0.33755,             0.18411,             0.06135,            0.026648,            0.088299,            0.019682,            0.052615,              0.0034,              0.0034,              0.0034
                  24,            0.050899,            0.015803,            0.024394,             0.19317,             0.23769,            0.054435,            0.020898,            0.085657,            0.021327,            0.051468,              0.0031,              0.0031,              0.0031
                  25,            0.048337,            0.014625,            0.028337,              0.3661,             0.18975,            0.060164,            0.023006,            0.081086,            0.019787,            0.049053,              0.0028,              0.0028,              0.0028
                  26,            0.047647,            0.014216,             0.02651,              0.3604,             0.21892,            0.068311,            0.028253,            0.077889,            0.020891,            0.048222,              0.0025,              0.0025,              0.0025
                  27,              0.0463,             0.01479,            0.025285,             0.36978,              0.1668,            0.081757,            0.033053,            0.076806,            0.020483,            0.051951,              0.0022,              0.0022,              0.0022
                  28,            0.043711,            0.014953,            0.029661,             0.38206,             0.20734,            0.078284,            0.026609,            0.074294,            0.020681,            0.051757,              0.0019,              0.0019,              0.0019
                  29,            0.047597,            0.017388,              0.0275,             0.39138,             0.20348,            0.087138,            0.039504,            0.072398,            0.021234,            0.050849,              0.0016,              0.0016,              0.0016
                   0,             0.12345,            0.025947,            0.069133,                   0,                   0,                   0,                   0,             0.11184,            0.029437,              0.0703,              0.0012,              0.0012,              0.0892
                   1,              0.1128,            0.023345,            0.063611,          0.00017685,            0.003861,          5.6279e-05,          8.0805e-06,             0.10468,            0.028182,            0.066936,            0.002425,            0.002425,            0.077425
                   2,             0.10217,            0.022116,            0.058571,            0.002674,            0.003861,          0.00035312,          3.9787e-05,              0.1065,            0.023832,            0.062876,            0.003572,            0.003572,            0.065572
                   3,            0.093358,             0.02321,            0.051935,             0.14691,             0.02973,           0.0020582,          0.00045631,             0.09772,            0.025745,            0.059202,            0.004641,            0.004641,            0.053641
                   4,            0.087189,            0.025475,            0.048354,             0.71918,             0.02973,           0.0019127,          0.00048097,            0.087081,            0.029395,            0.064933,            0.005632,            0.005632,            0.041632
                   5,            0.085694,            0.024004,            0.045533,             0.86093,            0.003861,          0.00048089,          0.00011865,            0.094595,            0.025204,            0.057445,            0.006545,            0.006545,            0.029545
                   6,            0.080445,            0.024601,            0.045519,             0.61196,            0.007722,           0.0039884,            0.001428,             0.10018,            0.020605,            0.059348,             0.00738,             0.00738,             0.01738
                   7,             0.07451,            0.025043,            0.045301,             0.14392,            0.037452,          0.00045269,          7.7914e-05,            0.093569,            0.024837,            0.053968,              0.0079,              0.0079,              0.0079
                   8,            0.072738,            0.025647,            0.045707,             0.86933,            0.011583,           0.0037747,           0.0013252,            0.091162,            0.024591,            0.054059,              0.0079,              0.0079,              0.0079
                   9,            0.069839,            0.022714,            0.042011,              0.8661,            0.011583,            0.003735,           0.0011398,            0.094028,            0.019577,            0.057911,              0.0076,              0.0076,              0.0076
                  10,            0.067363,            0.022598,            0.042713,             0.92839,            0.011583,            0.013824,           0.0068059,            0.090057,            0.022431,            0.051793,              0.0073,              0.0073,              0.0073
                  11,            0.065797,             0.02135,            0.037393,             0.33917,            0.081742,            0.024714,           0.0077599,             0.08789,            0.021086,            0.053706,               0.007,               0.007,               0.007
                  12,            0.064726,            0.021272,            0.038941,             0.32396,            0.077317,            0.019532,           0.0043808,            0.082327,            0.022686,            0.054517,              0.0067,              0.0067,              0.0067
                  13,            0.064665,            0.019107,            0.037327,             0.59244,            0.073456,              0.0454,            0.016427,             0.08446,            0.022095,            0.053009,              0.0064,              0.0064,              0.0064
                  14,            0.059677,            0.018348,            0.032853,              0.5819,            0.077317,            0.046481,           0.0099491,            0.086462,            0.018777,            0.053472,              0.0061,              0.0061,              0.0061
                  15,            0.063444,            0.017825,            0.035627,              0.1754,              0.1793,             0.03011,           0.0079056,            0.080909,            0.020479,            0.052416,              0.0058,              0.0058,              0.0058
                  16,            0.055084,             0.01777,            0.038733,             0.35834,            0.091175,            0.039508,            0.015921,            0.090785,            0.018805,            0.054138,              0.0055,              0.0055,              0.0055
                  17,            0.059953,            0.016861,            0.033818,             0.33803,             0.17497,            0.042777,            0.017559,            0.088225,             0.01713,            0.053499,              0.0052,              0.0052,              0.0052
                  18,            0.056692,            0.017657,            0.034515,             0.37274,             0.15621,            0.073089,             0.03096,            0.084539,            0.020616,            0.049927,              0.0049,              0.0049,              0.0049
                  19,             0.05353,             0.01615,            0.030131,             0.54389,            0.098685,            0.051216,            0.021246,            0.080069,            0.021948,            0.048583,              0.0046,              0.0046,              0.0046
                  20,            0.058944,            0.016198,            0.034244,             0.49514,             0.11615,            0.079842,            0.033025,            0.083794,            0.020353,            0.049167,              0.0043,              0.0043,              0.0043
                  21,            0.054353,            0.017527,            0.030934,             0.36833,             0.14956,            0.076117,            0.032002,            0.080704,            0.021079,            0.049402,               0.004,               0.004,               0.004
                  22,            0.050203,            0.016392,            0.027938,             0.34904,             0.18768,            0.069204,              0.0308,            0.084283,            0.020511,            0.049573,              0.0037,              0.0037,              0.0037
                  23,            0.050889,            0.017091,            0.027349,             0.33755,             0.18411,             0.06135,            0.026648,            0.088299,            0.019682,            0.052615,              0.0034,              0.0034,              0.0034
                  24,            0.050899,            0.015803,            0.024394,             0.19317,             0.23769,            0.054435,            0.020898,            0.085657,            0.021327,            0.051468,              0.0031,              0.0031,              0.0031
                  25,            0.048337,            0.014625,            0.028337,              0.3661,             0.18975,            0.060164,            0.023006,            0.081086,            0.019787,            0.049053,              0.0028,              0.0028,              0.0028
                  26,            0.047647,            0.014216,             0.02651,              0.3604,             0.21892,            0.068311,            0.028253,            0.077889,            0.020891,            0.048222,              0.0025,              0.0025,              0.0025
                  27,              0.0463,             0.01479,            0.025285,             0.36978,              0.1668,            0.081757,            0.033053,            0.076806,            0.020483,            0.051951,              0.0022,              0.0022,              0.0022
                  28,            0.043711,            0.014953,            0.029661,             0.38206,             0.20734,            0.078284,            0.026609,            0.074294,            0.020681,            0.051757,              0.0019,              0.0019,              0.0019
                  29,            0.047597,            0.017388,              0.0275,             0.39138,             0.20348,            0.087138,            0.039504,            0.072398,            0.021234,            0.050849,              0.0016,              0.0016,              0.0016
                   0,             0.12345,            0.025947,            0.069133,                   0,                   0,                   0,                   0,             0.11184,            0.029437,              0.0703,              0.0012,              0.0012,              0.0892
                   1,              0.1128,            0.023345,            0.063611,          0.00017685,            0.003861,          5.6279e-05,          8.0805e-06,             0.10468,            0.028182,            0.066936,            0.002425,            0.002425,            0.077425
                   2,             0.10217,            0.022116,            0.058571,            0.002674,            0.003861,          0.00035312,          3.9787e-05,              0.1065,            0.023832,            0.062876,            0.003572,            0.003572,            0.065572
                   3,            0.093358,             0.02321,            0.051935,             0.14691,             0.02973,           0.0020582,          0.00045631,             0.09772,            0.025745,            0.059202,            0.004641,            0.004641,            0.053641
                   4,            0.087189,            0.025475,            0.048354,             0.71918,             0.02973,           0.0019127,          0.00048097,            0.087081,            0.029395,            0.064933,            0.005632,            0.005632,            0.041632
                   5,            0.085694,            0.024004,            0.045533,             0.86093,            0.003861,          0.00048089,          0.00011865,            0.094595,            0.025204,            0.057445,            0.006545,            0.006545,            0.029545
                   6,            0.080445,            0.024601,            0.045519,             0.89761,            0.007722,           0.0038196,           0.0013967,             0.10018,            0.020605,            0.059348,             0.00738,             0.00738,             0.01738
                   7,             0.07451,            0.025043,            0.045301,             0.95214,            0.007722,            0.006872,           0.0023383,            0.093569,            0.024837,            0.053968,              0.0079,              0.0079,              0.0079
                   8,            0.072738,            0.025647,            0.045707,             0.86586,            0.011583,           0.0025242,          0.00087664,            0.091162,            0.024591,            0.054059,              0.0079,              0.0079,              0.0079
                   9,            0.069839,            0.022714,            0.042011,             0.29268,             0.11837,           0.0052151,           0.0015201,            0.094028,            0.019577,            0.057911,              0.0076,              0.0076,              0.0076
                  10,            0.067363,            0.022598,            0.042713,             0.33889,            0.040691,            0.023111,            0.009646,            0.090057,            0.022431,            0.051793,              0.0073,              0.0073,              0.0073
                  11,            0.065797,             0.02135,            0.037393,             0.33917,            0.081742,            0.024714,           0.0077599,             0.08789,            0.021086,            0.053706,               0.007,               0.007,               0.007
                  12,            0.064726,            0.021272,            0.038941,              0.1575,             0.16292,            0.015615,           0.0041646,            0.082327,            0.022686,            0.054517,              0.0067,              0.0067,              0.0067
                   0,             0.12127,            0.022685,            0.067624,            0.003229,            0.034872,           0.0012468,          0.00024803,             0.11249,            0.019241,             0.06408,              0.0017,              0.0017,              0.0847
                   1,             0.10792,             0.01811,            0.060147,           0.0028922,           0.0046506,          0.00026647,          6.0964e-05,             0.10322,            0.016215,            0.056417,            0.003395,            0.003395,            0.068395
                   2,             0.09715,            0.016806,             0.05286,           0.0010351,            0.073658,          0.00081758,          0.00018345,             0.09913,            0.014763,            0.050379,            0.004982,            0.004982,            0.051982
                   3,            0.087756,            0.015928,             0.04605,          0.00066687,            0.049651,          0.00061671,          0.00015583,            0.095807,            0.014708,            0.048496,            0.006461,            0.006461,            0.035461
                   4,            0.086695,            0.015717,            0.045267,             0.40271,            0.047036,           0.0020349,          0.00051621,            0.090476,             0.01565,            0.045929,            0.007832,            0.007832,            0.018832
                   5,            0.077323,            0.019532,            0.042761,             0.51615,            0.025647,           0.0048795,           0.0013043,            0.080904,            0.016689,            0.044244,              0.0085,              0.0085,              0.0085
                   6,            0.074226,            0.017324,            0.044286,             0.52062,            0.043736,           0.0074742,           0.0023418,            0.077558,            0.016901,            0.042841,              0.0085,              0.0085,              0.0085
                   7,            0.070814,            0.019723,            0.042095,             0.61912,            0.032705,            0.011215,           0.0043004,            0.070543,            0.018712,            0.041608,              0.0082,              0.0082,              0.0082
                   8,             0.06848,            0.017264,            0.039638,             0.65058,            0.042798,            0.019522,           0.0057308,            0.072692,            0.017326,            0.040765,              0.0079,              0.0079,              0.0079
                   9,            0.067874,            0.017079,            0.039172,             0.45378,             0.13933,            0.038072,            0.013087,            0.070093,             0.01529,            0.037744,              0.0076,              0.0076,              0.0076
                  10,            0.064851,            0.015514,             0.03859,             0.45157,              0.1088,            0.031845,            0.011555,             0.06363,            0.015901,            0.036422,              0.0073,              0.0073,              0.0073
                  11,            0.064385,            0.016708,            0.037306,             0.35374,             0.16998,            0.051418,            0.016358,            0.062186,            0.015453,            0.036186,               0.007,               0.007,               0.007
                  12,            0.062615,            0.015694,            0.035903,             0.35008,             0.10858,            0.037012,            0.010847,            0.065381,            0.014572,            0.037433,              0.0067,              0.0067,              0.0067
                  13,            0.061859,             0.01557,            0.033808,             0.45383,             0.15551,            0.053223,            0.019601,            0.057251,            0.014249,            0.035044,              0.0064,              0.0064,              0.0064
                  14,            0.061104,            0.014689,            0.034802,             0.39278,             0.18755,            0.064217,            0.027057,            0.055446,             0.01399,            0.034996,              0.0061,              0.0061,              0.0061
