1,1,7.74,552.28,75.65,30.25999999999999,1,1,1.0
2,1,11.52,556.06,75.66000000000001,30.260000000000105,1,1,1.0
3,1,14.49,557.12,75.66000000000001,30.25999999999999,1,1,1.0
4,1,18.95,560.3,75.64999999999999,30.270000000000095,1,1,1.0
5,1,24.46,562.0,75.66,30.25999999999999,1,1,1.0
6,1,32.31,565.18,75.66,30.270000000000095,1,1,1.0
7,1,39.72,566.69,75.66,30.529999999999973,1,1,1.0
8,1,47.13,568.21,75.66,30.789999999999964,1,1,1.0
9,1,54.54,569.72,75.66,31.059999999999945,1,1,1.0
10,1,61.96,571.23,75.65,31.319999999999936,1,1,1.0
11,1,69.37,572.74,75.66,31.590000000000032,1,1,1.0
12,1,76.78,574.25,75.66,31.860000000000014,1,1,1.0
13,1,84.19,575.76,75.66,32.129999999999995,1,1,1.0
14,1,91.6,577.27,75.66,32.389999999999986,1,1,1.0
15,1,99.02,578.79,75.64999999999999,32.65000000000009,1,1,1.0
16,1,106.43,580.3,75.65,32.92000000000007,1,1,1.0
17,1,113.84,581.81,75.66,33.190000000000055,1,1,1.0
18,1,121.25,583.32,75.66,33.44999999999993,1,1,1.0
19,1,128.66,584.83,75.66,33.719999999999914,1,1,1.0
20,1,136.07,586.34,75.66,33.99000000000001,1,1,1.0
21,1,143.49,587.85,75.64999999999998,34.25999999999999,1,1,1.0
22,1,150.9,589.37,75.65,34.50999999999999,1,1,1.0
23,1,158.31,590.88,75.66,34.77999999999997,1,1,1.0
24,1,165.72,592.39,75.66,35.05000000000007,1,1,1.0
25,1,173.13,593.9,75.66,35.32000000000005,1,1,1.0
26,1,180.54,595.41,75.66,35.58000000000004,1,1,1.0
27,1,187.96,596.92,75.65,35.85000000000002,1,1,1.0
28,1,195.37,598.43,75.64999999999998,36.120000000000005,1,1,1.0
29,1,202.78,599.95,75.66,36.379999999999995,1,1,1.0
30,1,210.19,601.46,75.66000000000003,36.639999999999986,1,1,1.0
31,1,216.54,600.85,75.66,36.64999999999998,1,1,1.0
32,1,222.9,600.25,75.65,36.639999999999986,1,1,1.0
