1,1,1135.55,543.82,109.50999999999999,149.15999999999997,1,1,1.0
2,1,1144.99,543.82,109.50999999999999,149.15999999999997,1,1,1.0
3,1,1154.43,543.82,109.50999999999999,149.15999999999997,1,1,1.0
4,1,1163.88,543.82,109.50999999999999,149.15999999999997,1,1,1.0
5,1,1172.9,544.66,109.50999999999999,149.16000000000008,1,1,1.0
6,1,1181.92,545.5,109.50999999999999,149.15999999999997,1,1,1.0
7,1,1190.94,546.34,109.50999999999999,149.15999999999997,1,1,1.0
8,1,1199.96,547.18,109.50999999999999,149.16000000000008,1,1,1.0
9,1,1208.98,548.01,109.50999999999999,149.16999999999996,1,1,1.0
10,1,1218.0,548.85,109.50999999999999,149.15999999999997,1,1,1.0
11,1,1227.02,549.69,109.50999999999999,149.15999999999997,1,1,1.0
12,1,1236.04,550.53,109.50999999999999,149.16000000000008,1,1,1.0
13,1,1245.06,551.37,109.50999999999999,149.15999999999997,1,1,1.0
14,1,1255.39,553.07,109.50999999999999,149.15999999999997,1,1,1.0
15,1,1265.71,554.77,109.50999999999999,149.15999999999997,1,1,1.0
16,1,1276.03,556.47,109.51999999999998,149.15999999999997,1,1,1.0
17,1,1286.36,558.17,109.50999999999999,149.16000000000008,1,1,1.0
18,1,1296.68,559.87,109.50999999999999,149.15999999999997,1,1,1.0
19,1,1307.01,561.57,109.50999999999999,149.15999999999997,1,1,1.0
20,1,1313.04,553.26,109.50999999999999,149.15999999999997,1,1,1.0
21,1,1320.85,552.48,116.29000000000019,149.15999999999997,1,1,1.0
22,1,1328.67,551.7,123.06999999999994,149.15999999999997,1,1,1.0
23,1,1336.49,550.91,129.83999999999992,149.16000000000008,1,1,1.0
24,1,1344.3,550.13,136.6300000000001,149.15999999999997,1,1,1.0
25,1,1352.12,549.35,143.4000000000001,149.15999999999997,1,1,1.0
26,1,1359.93,548.57,150.18999999999983,149.15999999999997,1,1,1.0
27,1,1367.75,547.79,156.96000000000004,149.16000000000008,1,1,1.0
28,1,1375.57,547.01,163.74,149.15999999999997,1,1,1.0
29,1,1383.38,546.22,170.51999999999998,149.15999999999997,1,1,1.0
30,1,1391.2,545.44,177.29999999999995,149.15999999999997,1,1,1.0
31,1,1400.19,546.61,177.29999999999995,149.16999999999996,1,1,1.0
32,1,1409.18,547.79,177.29999999999995,149.16000000000008,1,1,1.0
33,1,1418.17,548.96,177.29999999999995,149.15999999999997,1,1,1.0
34,1,1427.16,550.13,177.29999999999995,149.15999999999997,1,1,1.0
35,1,1436.15,551.31,177.29999999999995,149.16000000000008,1,1,1.0
36,1,1445.13,552.48,177.30999999999995,149.15999999999997,1,1,1.0
37,1,1454.12,553.65,177.30000000000018,149.15999999999997,1,1,1.0
38,1,1463.11,554.82,177.30000000000018,149.15999999999997,1,1,1.0
39,1,1472.1,556.0,177.30000000000018,149.15999999999997,1,1,1.0
40,1,1481.09,557.17,177.30000000000018,149.16000000000008,1,1,1.0
41,1,1492.97,555.65,181.21000000000004,149.15999999999997,1,1,1.0
42,1,1504.85,554.13,185.12000000000012,149.15999999999997,1,1,1.0
43,1,1516.73,552.62,189.01999999999998,149.15999999999997,1,1,1.0
44,1,1528.61,551.1,192.93000000000006,149.15999999999997,1,1,1.0
45,1,1535.89,549.07,196.83999999999992,149.15999999999997,1,1,1.0
46,1,1543.17,547.04,200.75,149.16000000000008,1,1,1.0
47,1,1550.45,545.01,204.65999999999985,149.16999999999996,1,1,1.0
48,1,1557.73,542.99,208.56999999999994,149.15999999999997,1,1,1.0
49,1,1565.01,540.96,212.48000000000002,149.15999999999997,1,1,1.0
50,1,1572.29,538.93,216.3900000000001,149.16000000000008,1,1,1.0
51,1,1583.23,535.28,216.38999999999987,149.16000000000008,1,1,1.0
52,1,1594.17,531.63,216.38999999999987,149.16999999999996,1,1,1.0
53,1,1605.12,527.99,216.3900000000001,149.15999999999997,1,1,1.0
54,1,1616.06,524.34,216.3900000000001,149.15999999999997,1,1,1.0
55,1,1627.0,520.69,216.3900000000001,149.15999999999997,1,1,1.0
56,1,1637.95,517.04,216.38999999999987,149.16000000000008,1,1,1.0
